"Chr" "POS" "LG" "sex" "cM"
"46" "NW_019211455.1" 56308420 "2" "female_position" 0
"47" "NW_019211455.1" 8604004 "2" "male_position" 18.611
"48" "NW_019211455.1" 8604004 "2" "female_position" 0
"49" "NW_019211455.1" 50610597 "2" "male_position" 41.222
"50" "NW_019211455.1" 50610597 "2" "female_position" 0
"51" "NW_019211455.1" 7139897 "2" "male_position" 51.536
"52" "NW_019211455.1" 7139897 "2" "female_position" 0
"53" "NW_019211455.1" 20238586 "2" "male_position" 58.357
"54" "NW_019211455.1" 20238586 "2" "female_position" 0
"55" "NW_019211455.1" 46456038 "2" "male_position" 58.357
"56" "NW_019211455.1" 46456038 "2" "female_position" 18.611
"57" "NW_019211455.1" 27957912 "2" "male_position" 58.357
"58" "NW_019211455.1" 27957912 "2" "female_position" 34.367
"59" "NW_019211455.1" 7990858 "2" "male_position" 58.357
"60" "NW_019211455.1" 7990858 "2" "female_position" 34.367
"61" "NW_019211456.1" 49705842 "3" "male_position" 0
"62" "NW_019211456.1" 49705842 "3" "female_position" 0
"63" "NW_019211456.1" 28890331 "3" "male_position" 10.313
"64" "NW_019211456.1" 28890331 "3" "female_position" 0
"65" "NW_019211456.1" 32887364 "3" "male_position" 10.313
"66" "NW_019211456.1" 32887364 "3" "female_position" 12.095
"67" "NW_019211456.1" 41894682 "3" "male_position" 24.221
"68" "NW_019211456.1" 41894682 "3" "female_position" 12.095
"69" "NW_019211456.1" 32190680 "3" "male_position" 25.068
"70" "NW_019211456.1" 32190680 "3" "female_position" 20.652
"71" "NW_019211456.1" 56954199 "3" "male_position" 38.065
"72" "NW_019211456.1" 56954199 "3" "female_position" 20.652
"73" "NW_019211456.1" 16605371 "3" "male_position" 51.972
"74" "NW_019211456.1" 16605371 "3" "female_position" 21.5
"75" "NW_019211456.1" 29690816 "3" "male_position" 64.067
"76" "NW_019211456.1" 29690816 "3" "female_position" 22.347
"77" "NW_019211456.1" 1453527 "3" "male_position" 92.101
"78" "NW_019211456.1" 1453527 "3" "female_position" 22.347
"79" "NW_019211456.1" 39719710 "3" "male_position" 92.101
"80" "NW_019211456.1" 39719710 "3" "female_position" 22.347
"81" "NW_019211456.1" 42336245 "3" "male_position" 92.101
"82" "NW_019211456.1" 42336245 "3" "female_position" 35.344
"83" "NW_019211456.1" 49618527 "3" "male_position" 92.101
"84" "NW_019211456.1" 49618527 "3" "female_position" 49.251
"85" "NW_019211456.1" 12682687 "3" "male_position" 92.101
"86" "NW_019211456.1" 12682687 "3" "female_position" 65.007
"87" "NW_019211456.1" 20113717 "3" "male_position" 92.101
"88" "NW_019211456.1" 20113717 "3" "female_position" 80.763
"89" "NW_019211457.1" 13880645 "4" "male_position" 0
"90" "NW_019211457.1" 13880645 "4" "female_position" 0
"91" "NW_019211457.1" 51965043 "4" "male_position" 18.611
"92" "NW_019211457.1" 51965043 "4" "female_position" 0
"93" "NW_019211457.1" 3264664 "4" "male_position" 18.611
"94" "NW_019211457.1" 3264664 "4" "female_position" 25.798
"95" "NW_019211457.1" 13938473 "4" "male_position" 18.611
"96" "NW_019211457.1" 13938473 "4" "female_position" 44.409
"97" "NW_019211457.1" 7768460 "4" "male_position" 36.258
"98" "NW_019211457.1" 7768460 "4" "female_position" 44.409
"99" "NW_019211457.1" 1689350 "4" "male_position" 36.258
"100" "NW_019211457.1" 1689350 "4" "female_position" 44.409
"101" "NW_019211457.1" 8686919 "4" "male_position" 36.258
"102" "NW_019211457.1" 8686919 "4" "female_position" 57.406
"103" "NW_019211457.1" 45849592 "4" "male_position" 36.258
"104" "NW_019211457.1" 45849592 "4" "female_position" 71.313
"105" "NW_019211457.1" 2901404 "4" "male_position" 36.258
"106" "NW_019211457.1" 2901404 "4" "female_position" 83.408
"107" "NW_019211458.1" 7090204 "5" "male_position" 0
"108" "NW_019211458.1" 7090204 "5" "female_position" 0
"109" "NW_019211458.1" 31446778 "5" "male_position" 28.034
"110" "NW_019211458.1" 31446778 "5" "female_position" 52.225
"111" "NW_019211458.1" 24851671 "5" "male_position" 28.034
"112" "NW_019211458.1" 24851671 "5" "female_position" 52.225
"113" "NW_019211458.1" 31996494 "5" "male_position" 46.645
"114" "NW_019211458.1" 31996494 "5" "female_position" 52.225
"115" "NW_019211458.1" 29976845 "5" "male_position" 57.845
"116" "NW_019211458.1" 29976845 "5" "female_position" 52.225
"117" "NW_019211459.1" 5769400 "6" "male_position" 0
"118" "NW_019211459.1" 5769400 "6" "female_position" 0
"119" "NW_019211459.1" 31582812 "6" "male_position" 32.843
"120" "NW_019211459.1" 31582812 "6" "female_position" 35.46
"121" "NW_019211459.1" 3104734 "6" "male_position" 32.843
"122" "NW_019211459.1" 3104734 "6" "female_position" 52.155
"123" "NW_019211459.1" 29898372 "6" "male_position" 43.156
"124" "NW_019211459.1" 29898372 "6" "female_position" 52.155
"125" "NW_019211459.1" 29690531 "6" "male_position" 43.156
"126" "NW_019211459.1" 29690531 "6" "female_position" 67.911
"127" "NW_019211459.1" 23806425 "6" "male_position" 44.004
"128" "NW_019211459.1" 23806425 "6" "female_position" 82.738
"129" "NW_019211459.1" 29289759 "6" "male_position" 58.831
"130" "NW_019211459.1" 29289759 "6" "female_position" 96.645
"131" "NW_019211459.1" 459166 "6" "male_position" 71.827
"132" "NW_019211459.1" 459166 "6" "female_position" 99.189
"133" "NW_019211459.1" 7988681 "6" "male_position" 85.735
"134" "NW_019211459.1" 7988681 "6" "female_position" 100.037
"135" "NW_019211459.1" 8937580 "6" "male_position" 95.167
"136" "NW_019211459.1" 8937580 "6" "female_position" 100.885
"137" "NW_019211459.1" 21501773 "6" "male_position" 120.965
"138" "NW_019211459.1" 21501773 "6" "female_position" 101.732
"139" "NW_019211460.1" 38706950 "7" "male_position" 0
"140" "NW_019211460.1" 38706950 "7" "female_position" 0
"141" "NW_019211460.1" 4071752 "7" "male_position" 23.654
"142" "NW_019211460.1" 4071752 "7" "female_position" 32.843
"143" "NW_019211460.1" 38765350 "7" "male_position" 23.654
"144" "NW_019211460.1" 38765350 "7" "female_position" 39.665
"145" "NW_019211460.1" 12288825 "7" "male_position" 39.409
"146" "NW_019211460.1" 12288825 "7" "female_position" 39.665
"147" "NW_019211460.1" 28134027 "7" "male_position" 48.842
"148" "NW_019211460.1" 28134027 "7" "female_position" 39.665
"149" "NW_019211460.1" 11031071 "7" "male_position" 67.453
"150" "NW_019211460.1" 11031071 "7" "female_position" 41.36
"151" "NW_019211460.1" 33202148 "7" "male_position" 80.45
"152" "NW_019211460.1" 33202148 "7" "female_position" 42.208
"153" "NW_019211460.1" 24519386 "7" "male_position" 94.357
"154" "NW_019211460.1" 24519386 "7" "female_position" 62.788
"155" "NW_019211460.1" 24519400 "7" "male_position" 98.604
"156" "NW_019211460.1" 24519400 "7" "female_position" 64.483
"157" "NW_019211460.1" 38721194 "7" "male_position" 102.852
"158" "NW_019211460.1" 38721194 "7" "female_position" 104.214
